danceability, energy, key, loudness, mode, speechiness, acousticness, instrumentalness, liveness, valence, tempo, type, id, uri, track_href, analysis_url, duration_ms, time_signature
0.57,0.782,0,-5.961,1,0.0441,0.00888,2.11e-05,0.0715,0.455,199.799,audio_features,2IU4aMiAmqkL0poshUqRxo,spotify:track:2IU4aMiAmqkL0poshUqRxo,https://api.spotify.com/v1/tracks/2IU4aMiAmqkL0poshUqRxo,https://api.spotify.com/v1/audio-analysis/2IU4aMiAmqkL0poshUqRxo,268173,4
0.605,0.885,7,-5.321,1,0.0389,0.00545,0.636,0.0788,0.567,90.99,audio_features,0f3I1WefjuUm4Hk4UWck9T,spotify:track:0f3I1WefjuUm4Hk4UWck9T,https://api.spotify.com/v1/tracks/0f3I1WefjuUm4Hk4UWck9T,https://api.spotify.com/v1/audio-analysis/0f3I1WefjuUm4Hk4UWck9T,321200,4
0.515,0.624,0,-7.441,1,0.0298,0.625,0.0,0.34,0.358,77.003,audio_features,5osJjubDJPIbXdX80pbVCH,spotify:track:5osJjubDJPIbXdX80pbVCH,https://api.spotify.com/v1/tracks/5osJjubDJPIbXdX80pbVCH,https://api.spotify.com/v1/audio-analysis/5osJjubDJPIbXdX80pbVCH,198013,4
0.624,0.891,2,-4.581,1,0.0456,0.000191,0.837,0.341,0.562,138.022,audio_features,0WQirD3GFpiv0QwKr7FR43,spotify:track:0WQirD3GFpiv0QwKr7FR43,https://api.spotify.com/v1/tracks/0WQirD3GFpiv0QwKr7FR43,https://api.spotify.com/v1/audio-analysis/0WQirD3GFpiv0QwKr7FR43,513428,4
0.303,0.933,7,-4.717,1,0.2,0.00482,6.25e-05,0.435,0.779,186.53,audio_features,5xrvNcVczzYPIfHnskjnP3,spotify:track:5xrvNcVczzYPIfHnskjnP3,https://api.spotify.com/v1/tracks/5xrvNcVczzYPIfHnskjnP3,https://api.spotify.com/v1/audio-analysis/5xrvNcVczzYPIfHnskjnP3,172987,4
0.525,0.879,0,-4.922,1,0.556,0.113,0.0,0.976,0.221,92.333,audio_features,3epHsm1YldEmqFgohqbztH,spotify:track:3epHsm1YldEmqFgohqbztH,https://api.spotify.com/v1/tracks/3epHsm1YldEmqFgohqbztH,https://api.spotify.com/v1/audio-analysis/3epHsm1YldEmqFgohqbztH,211707,4
0.602,0.788,8,-12.516,1,0.0319,0.0011,0.104,0.0347,0.856,141.95,audio_features,18KKY5szX1oo7VXVDLsg9e,spotify:track:18KKY5szX1oo7VXVDLsg9e,https://api.spotify.com/v1/tracks/18KKY5szX1oo7VXVDLsg9e,https://api.spotify.com/v1/audio-analysis/18KKY5szX1oo7VXVDLsg9e,219027,4
0.081,0.971,2,-3.95,0,0.0588,1.28e-06,0.323,0.0786,0.284,172.605,audio_features,31WrZRjiB79lYWN08BqSzw,spotify:track:31WrZRjiB79lYWN08BqSzw,https://api.spotify.com/v1/tracks/31WrZRjiB79lYWN08BqSzw,https://api.spotify.com/v1/audio-analysis/31WrZRjiB79lYWN08BqSzw,313827,4
0.765,0.555,2,-16.603,1,0.042,0.264,1.91e-06,0.0935,0.893,127.484,audio_features,7ploMt97BfYGVy8EpawCif,spotify:track:7ploMt97BfYGVy8EpawCif,https://api.spotify.com/v1/tracks/7ploMt97BfYGVy8EpawCif,https://api.spotify.com/v1/audio-analysis/7ploMt97BfYGVy8EpawCif,192973,4
0.339,0.175,9,-15.976,0,0.035,0.827,0.000327,0.156,0.545,94.658,audio_features,66uz6T2vH9OgYCNE25s8KJ,spotify:track:66uz6T2vH9OgYCNE25s8KJ,https://api.spotify.com/v1/tracks/66uz6T2vH9OgYCNE25s8KJ,https://api.spotify.com/v1/audio-analysis/66uz6T2vH9OgYCNE25s8KJ,62560,1
0.649,0.892,2,-6.055,1,0.0408,0.00731,0.0,0.957,0.678,123.338,audio_features,1csWPcVkIcftN7DbyFOrZL,spotify:track:1csWPcVkIcftN7DbyFOrZL,https://api.spotify.com/v1/tracks/1csWPcVkIcftN7DbyFOrZL,https://api.spotify.com/v1/audio-analysis/1csWPcVkIcftN7DbyFOrZL,203546,4
0.827,0.452,0,-10.699,1,0.031,0.667,0.000109,0.107,0.677,106.516,audio_features,2ob8vfiQWufwM14s2VIhgH,spotify:track:2ob8vfiQWufwM14s2VIhgH,https://api.spotify.com/v1/tracks/2ob8vfiQWufwM14s2VIhgH,https://api.spotify.com/v1/audio-analysis/2ob8vfiQWufwM14s2VIhgH,206533,4
0.846,0.747,2,-5.195,1,0.0328,0.612,4.57e-06,0.0868,0.957,130.026,audio_features,2qla6C5mXUH7KRoL3xTvdG,spotify:track:2qla6C5mXUH7KRoL3xTvdG,https://api.spotify.com/v1/tracks/2qla6C5mXUH7KRoL3xTvdG,https://api.spotify.com/v1/audio-analysis/2qla6C5mXUH7KRoL3xTvdG,308867,4
0.324,0.965,7,-4.28,1,0.112,0.000271,0.0235,0.27,0.334,165.096,audio_features,4INHzbpl2JX2HDtW5SHQ0w,spotify:track:4INHzbpl2JX2HDtW5SHQ0w,https://api.spotify.com/v1/tracks/4INHzbpl2JX2HDtW5SHQ0w,https://api.spotify.com/v1/audio-analysis/4INHzbpl2JX2HDtW5SHQ0w,299627,4
0.623,0.429,7,-9.366,1,0.0277,0.865,0.196,0.143,0.257,95.975,audio_features,2JsrqacOOduRGv0Mpx79jN,spotify:track:2JsrqacOOduRGv0Mpx79jN,https://api.spotify.com/v1/tracks/2JsrqacOOduRGv0Mpx79jN,https://api.spotify.com/v1/audio-analysis/2JsrqacOOduRGv0Mpx79jN,222667,4
0.327,0.163,9,-15.412,0,0.0337,0.937,0.00105,0.111,0.0891,138.485,audio_features,1kn6QW9NAyLlKhauhwLAFs,spotify:track:1kn6QW9NAyLlKhauhwLAFs,https://api.spotify.com/v1/tracks/1kn6QW9NAyLlKhauhwLAFs,https://api.spotify.com/v1/audio-analysis/1kn6QW9NAyLlKhauhwLAFs,226480,4
0.851,0.597,6,-6.374,0,0.225,0.337,0.0,0.0937,0.851,127.995,audio_features,11ob17tmYrpek4wQkkwN6t,spotify:track:11ob17tmYrpek4wQkkwN6t,https://api.spotify.com/v1/tracks/11ob17tmYrpek4wQkkwN6t,https://api.spotify.com/v1/audio-analysis/11ob17tmYrpek4wQkkwN6t,246093,4
0.721,0.793,11,-10.3,0,0.0548,0.000499,0.848,0.371,0.961,157.066,audio_features,53bS7hhArHFfO3ivpn0HwO,spotify:track:53bS7hhArHFfO3ivpn0HwO,https://api.spotify.com/v1/tracks/53bS7hhArHFfO3ivpn0HwO,https://api.spotify.com/v1/audio-analysis/53bS7hhArHFfO3ivpn0HwO,373781,4
0.426,0.122,11,-12.002,1,0.0345,0.88,0.0,0.118,0.235,74.875,audio_features,4kOh9OiBdnwvoOEYLFslN2,spotify:track:4kOh9OiBdnwvoOEYLFslN2,https://api.spotify.com/v1/tracks/4kOh9OiBdnwvoOEYLFslN2,https://api.spotify.com/v1/audio-analysis/4kOh9OiBdnwvoOEYLFslN2,281133,4
0.526,0.363,5,-13.483,1,0.0321,0.829,0.937,0.51,0.466,97.367,audio_features,1lNmNmjNZKD6KAGwmgKglb,spotify:track:1lNmNmjNZKD6KAGwmgKglb,https://api.spotify.com/v1/tracks/1lNmNmjNZKD6KAGwmgKglb,https://api.spotify.com/v1/audio-analysis/1lNmNmjNZKD6KAGwmgKglb,164227,4
0.646,0.909,6,-2.644,0,0.311,0.00491,0.0,0.106,0.811,86.92,audio_features,2rnD22hsJKL3rh1jx5gE94,spotify:track:2rnD22hsJKL3rh1jx5gE94,https://api.spotify.com/v1/tracks/2rnD22hsJKL3rh1jx5gE94,https://api.spotify.com/v1/audio-analysis/2rnD22hsJKL3rh1jx5gE94,212333,4
0.707,0.749,5,-9.7,0,0.0369,0.309,1.42e-05,0.0472,0.836,97.352,audio_features,4YMvDakcZPHmoD143w2zTr,spotify:track:4YMvDakcZPHmoD143w2zTr,https://api.spotify.com/v1/tracks/4YMvDakcZPHmoD143w2zTr,https://api.spotify.com/v1/audio-analysis/4YMvDakcZPHmoD143w2zTr,179613,4
0.671,0.263,0,-14.209,1,0.0357,0.991,0.00194,0.147,0.761,95.462,audio_features,0jtwyzIAhdN8EfdP4DNvby,spotify:track:0jtwyzIAhdN8EfdP4DNvby,https://api.spotify.com/v1/tracks/0jtwyzIAhdN8EfdP4DNvby,https://api.spotify.com/v1/audio-analysis/0jtwyzIAhdN8EfdP4DNvby,165068,4
0.459,0.912,9,-5.502,1,0.0538,0.0292,0.0717,0.199,0.76,138.843,audio_features,2cIwX5hEl1BC1zT6WGWrtK,spotify:track:2cIwX5hEl1BC1zT6WGWrtK,https://api.spotify.com/v1/tracks/2cIwX5hEl1BC1zT6WGWrtK,https://api.spotify.com/v1/audio-analysis/2cIwX5hEl1BC1zT6WGWrtK,163853,3
0.517,0.261,4,-17.565,0,0.0419,0.847,0.919,0.105,0.444,106.597,audio_features,3Vzwc9xW3B4tgYTDZM53nF,spotify:track:3Vzwc9xW3B4tgYTDZM53nF,https://api.spotify.com/v1/tracks/3Vzwc9xW3B4tgYTDZM53nF,https://api.spotify.com/v1/audio-analysis/3Vzwc9xW3B4tgYTDZM53nF,415947,4
0.714,0.567,0,-7.379,0,0.0351,0.0557,1.31e-06,0.0585,0.62,129.818,audio_features,2zuFtQBdSSDeehwZaK578S,spotify:track:2zuFtQBdSSDeehwZaK578S,https://api.spotify.com/v1/tracks/2zuFtQBdSSDeehwZaK578S,https://api.spotify.com/v1/audio-analysis/2zuFtQBdSSDeehwZaK578S,401867,4
0.757,0.354,1,-16.341,0,0.312,0.0797,0.0,0.21,0.44,94.227,audio_features,3Q2h8V6TifHAwuYgW8ofCe,spotify:track:3Q2h8V6TifHAwuYgW8ofCe,https://api.spotify.com/v1/tracks/3Q2h8V6TifHAwuYgW8ofCe,https://api.spotify.com/v1/audio-analysis/3Q2h8V6TifHAwuYgW8ofCe,198320,4
0.407,0.343,0,-18.081,0,0.0449,0.105,0.609,0.0635,0.363,71.744,audio_features,08hWOHUffnmDVGNCUH7Inj,spotify:track:08hWOHUffnmDVGNCUH7Inj,https://api.spotify.com/v1/tracks/08hWOHUffnmDVGNCUH7Inj,https://api.spotify.com/v1/audio-analysis/08hWOHUffnmDVGNCUH7Inj,209067,3
0.729,0.52,7,-9.505,1,0.0872,0.614,0.204,0.311,0.813,103.508,audio_features,2PLMywiurzu2jdHdHfRTGP,spotify:track:2PLMywiurzu2jdHdHfRTGP,https://api.spotify.com/v1/tracks/2PLMywiurzu2jdHdHfRTGP,https://api.spotify.com/v1/audio-analysis/2PLMywiurzu2jdHdHfRTGP,160267,4
0.217,0.274,2,-12.419,1,0.0345,0.708,0.874,0.0941,0.159,100.172,audio_features,2ynl22T7RGZOORP1knVSj0,spotify:track:2ynl22T7RGZOORP1knVSj0,https://api.spotify.com/v1/tracks/2ynl22T7RGZOORP1knVSj0,https://api.spotify.com/v1/audio-analysis/2ynl22T7RGZOORP1knVSj0,404227,4
0.338,0.894,3,-5.804,0,0.0549,0.0149,0.000192,0.196,0.188,165.845,audio_features,0AwIBq27POYb5sTHiGeVbi,spotify:track:0AwIBq27POYb5sTHiGeVbi,https://api.spotify.com/v1/tracks/0AwIBq27POYb5sTHiGeVbi,https://api.spotify.com/v1/audio-analysis/0AwIBq27POYb5sTHiGeVbi,285827,4
0.784,0.688,1,-5.692,1,0.0488,0.769,0.812,0.0442,0.967,124.905,audio_features,3EsYdQsImQ8YaiIgSTs3at,spotify:track:3EsYdQsImQ8YaiIgSTs3at,https://api.spotify.com/v1/tracks/3EsYdQsImQ8YaiIgSTs3at,https://api.spotify.com/v1/audio-analysis/3EsYdQsImQ8YaiIgSTs3at,137320,4
0.554,0.622,9,-9.556,1,0.0318,0.203,0.235,0.0831,0.363,101.675,audio_features,2hY8NA8yTC3kKM4Dxty7ZL,spotify:track:2hY8NA8yTC3kKM4Dxty7ZL,https://api.spotify.com/v1/tracks/2hY8NA8yTC3kKM4Dxty7ZL,https://api.spotify.com/v1/audio-analysis/2hY8NA8yTC3kKM4Dxty7ZL,222280,4
0.713,0.818,7,-8.938,1,0.0319,0.0927,0.0,0.129,0.85,122.13,audio_features,6dhcO7feM124kcHgaV98xE,spotify:track:6dhcO7feM124kcHgaV98xE,https://api.spotify.com/v1/tracks/6dhcO7feM124kcHgaV98xE,https://api.spotify.com/v1/audio-analysis/6dhcO7feM124kcHgaV98xE,227173,4
0.308,0.752,1,-9.874,1,0.0522,0.000913,0.0376,0.43,0.202,128.169,audio_features,7IaKBTr6zkZeXwrEDqPZ3d,spotify:track:7IaKBTr6zkZeXwrEDqPZ3d,https://api.spotify.com/v1/tracks/7IaKBTr6zkZeXwrEDqPZ3d,https://api.spotify.com/v1/audio-analysis/7IaKBTr6zkZeXwrEDqPZ3d,126600,3
0.426,0.312,5,-12.059,0,0.0294,0.964,0.858,0.348,0.0398,85.548,audio_features,6yG3ppxjoTjmZ3pPQYCMT4,spotify:track:6yG3ppxjoTjmZ3pPQYCMT4,https://api.spotify.com/v1/tracks/6yG3ppxjoTjmZ3pPQYCMT4,https://api.spotify.com/v1/audio-analysis/6yG3ppxjoTjmZ3pPQYCMT4,197467,4
0.484,0.809,7,-7.922,1,0.051,0.00463,0.00101,0.22,0.778,141.136,audio_features,0aK6YmzMlgPw824gchzm36,spotify:track:0aK6YmzMlgPw824gchzm36,https://api.spotify.com/v1/tracks/0aK6YmzMlgPw824gchzm36,https://api.spotify.com/v1/audio-analysis/0aK6YmzMlgPw824gchzm36,244027,4
0.607,0.593,6,-15.192,1,0.0732,0.396,0.902,0.143,0.318,100.667,audio_features,6tkzmiGfPVFENf4anr8R45,spotify:track:6tkzmiGfPVFENf4anr8R45,https://api.spotify.com/v1/tracks/6tkzmiGfPVFENf4anr8R45,https://api.spotify.com/v1/audio-analysis/6tkzmiGfPVFENf4anr8R45,45013,4
0.469,0.0768,9,-16.133,0,0.0564,0.981,0.00151,0.137,0.129,170.247,audio_features,0Vx6h5Xk9ceTMLvwPaLOI5,spotify:track:0Vx6h5Xk9ceTMLvwPaLOI5,https://api.spotify.com/v1/tracks/0Vx6h5Xk9ceTMLvwPaLOI5,https://api.spotify.com/v1/audio-analysis/0Vx6h5Xk9ceTMLvwPaLOI5,276533,1
0.727,0.627,9,-8.999,0,0.0782,0.0118,0.0,0.339,0.738,118.278,audio_features,5MQQKD2fp4YnrjyPtvLlDF,spotify:track:5MQQKD2fp4YnrjyPtvLlDF,https://api.spotify.com/v1/tracks/5MQQKD2fp4YnrjyPtvLlDF,https://api.spotify.com/v1/audio-analysis/5MQQKD2fp4YnrjyPtvLlDF,270080,4
0.246,0.0179,5,-27.201,1,0.0385,0.985,0.0129,0.106,0.0676,127.358,audio_features,0ckhgJeqKBg6347Qi2Ycff,spotify:track:0ckhgJeqKBg6347Qi2Ycff,https://api.spotify.com/v1/tracks/0ckhgJeqKBg6347Qi2Ycff,https://api.spotify.com/v1/audio-analysis/0ckhgJeqKBg6347Qi2Ycff,195891,3
0.708,0.519,0,-10.028,1,0.0403,0.417,0.914,0.0776,0.422,116.048,audio_features,1zmBDRnV5zjxuT6jFjRmn2,spotify:track:1zmBDRnV5zjxuT6jFjRmn2,https://api.spotify.com/v1/tracks/1zmBDRnV5zjxuT6jFjRmn2,https://api.spotify.com/v1/audio-analysis/1zmBDRnV5zjxuT6jFjRmn2,237633,4
0.2,0.39,11,-17.799,1,0.0374,0.203,0.923,0.0891,0.158,72.607,audio_features,2KCFzMkBDd5KXjDn5KBnIU,spotify:track:2KCFzMkBDd5KXjDn5KBnIU,https://api.spotify.com/v1/tracks/2KCFzMkBDd5KXjDn5KBnIU,https://api.spotify.com/v1/audio-analysis/2KCFzMkBDd5KXjDn5KBnIU,452200,4
0.338,0.711,0,-14.207,1,0.12,0.917,0.0723,0.55,0.319,85.34,audio_features,3cFaE9hzUi1M0YCCLD9o4N,spotify:track:3cFaE9hzUi1M0YCCLD9o4N,https://api.spotify.com/v1/tracks/3cFaE9hzUi1M0YCCLD9o4N,https://api.spotify.com/v1/audio-analysis/3cFaE9hzUi1M0YCCLD9o4N,43400,4
0.771,0.711,2,-6.221,1,0.12,0.036,0.069,0.431,0.957,127.987,audio_features,42dJ7bsswvcWKSxpgnKFmZ,spotify:track:42dJ7bsswvcWKSxpgnKFmZ,https://api.spotify.com/v1/tracks/42dJ7bsswvcWKSxpgnKFmZ,https://api.spotify.com/v1/audio-analysis/42dJ7bsswvcWKSxpgnKFmZ,278853,4
0.698,0.133,8,-17.97,1,0.0354,0.961,0.68,0.0926,0.338,115.722,audio_features,04tWapy5802i9o5nq2Hlqs,spotify:track:04tWapy5802i9o5nq2Hlqs,https://api.spotify.com/v1/tracks/04tWapy5802i9o5nq2Hlqs,https://api.spotify.com/v1/audio-analysis/04tWapy5802i9o5nq2Hlqs,179551,4
0.388,0.427,9,-13.107,0,0.0325,0.647,0.0116,0.146,0.261,134.042,audio_features,07oIKUt64bhCcFdX1VaPPB,spotify:track:07oIKUt64bhCcFdX1VaPPB,https://api.spotify.com/v1/tracks/07oIKUt64bhCcFdX1VaPPB,https://api.spotify.com/v1/audio-analysis/07oIKUt64bhCcFdX1VaPPB,517507,4
0.621,0.383,0,-11.938,1,0.0413,0.908,0.87,0.121,0.406,113.22,audio_features,0TEeG2JFlLz9eE8CU0dG9A,spotify:track:0TEeG2JFlLz9eE8CU0dG9A,https://api.spotify.com/v1/tracks/0TEeG2JFlLz9eE8CU0dG9A,https://api.spotify.com/v1/audio-analysis/0TEeG2JFlLz9eE8CU0dG9A,319400,4
0.241,0.124,0,-30.185,1,0.047,0.344,0.0468,0.358,0.13,115.218,audio_features,7ixGgMi3cXT5eLCFEp74hn,spotify:track:7ixGgMi3cXT5eLCFEp74hn,https://api.spotify.com/v1/tracks/7ixGgMi3cXT5eLCFEp74hn,https://api.spotify.com/v1/audio-analysis/7ixGgMi3cXT5eLCFEp74hn,209173,4
0.93,0.396,3,-8.062,0,0.216,0.619,0.0,0.0945,0.67,94.997,audio_features,5KKVzvWPpC1aTruf7kE707,spotify:track:5KKVzvWPpC1aTruf7kE707,https://api.spotify.com/v1/tracks/5KKVzvWPpC1aTruf7kE707,https://api.spotify.com/v1/audio-analysis/5KKVzvWPpC1aTruf7kE707,166867,4
0.448,0.808,7,-7.258,1,0.0371,0.000701,0.0,0.76,0.607,95.971,audio_features,3Zf5XNGnrsi0XSZrFFdAPI,spotify:track:3Zf5XNGnrsi0XSZrFFdAPI,https://api.spotify.com/v1/tracks/3Zf5XNGnrsi0XSZrFFdAPI,https://api.spotify.com/v1/audio-analysis/3Zf5XNGnrsi0XSZrFFdAPI,59969,4
0.608,0.354,2,-17.205,0,0.157,0.645,0.855,0.453,0.701,117.987,audio_features,4pDRZH1G7fRvDvkHYUfhQy,spotify:track:4pDRZH1G7fRvDvkHYUfhQy,https://api.spotify.com/v1/tracks/4pDRZH1G7fRvDvkHYUfhQy,https://api.spotify.com/v1/audio-analysis/4pDRZH1G7fRvDvkHYUfhQy,475587,5
0.664,0.508,0,-7.412,1,0.049,0.828,0.0,0.185,0.927,122.457,audio_features,4E6AZ9yWZt1BTeF2HXWMlv,spotify:track:4E6AZ9yWZt1BTeF2HXWMlv,https://api.spotify.com/v1/tracks/4E6AZ9yWZt1BTeF2HXWMlv,https://api.spotify.com/v1/audio-analysis/4E6AZ9yWZt1BTeF2HXWMlv,179421,4
0.566,0.585,4,-8.788,0,0.0369,0.212,0.000965,0.241,0.769,175.947,audio_features,6Gk1BXyIFmW7cfnw5ofrzG,spotify:track:6Gk1BXyIFmW7cfnw5ofrzG,https://api.spotify.com/v1/tracks/6Gk1BXyIFmW7cfnw5ofrzG,https://api.spotify.com/v1/audio-analysis/6Gk1BXyIFmW7cfnw5ofrzG,234427,4
0.574,0.17,3,-8.717,0,0.0329,0.878,0.0,0.0846,0.22,119.944,audio_features,1NVEIQxiXQhtQKcKKO9thj,spotify:track:1NVEIQxiXQhtQKcKKO9thj,https://api.spotify.com/v1/tracks/1NVEIQxiXQhtQKcKKO9thj,https://api.spotify.com/v1/audio-analysis/1NVEIQxiXQhtQKcKKO9thj,189947,3
0.741,0.955,4,-5.051,0,0.0436,0.277,0.0,0.268,0.755,112.002,audio_features,0AWZZXiCMwSkZTxGkn7uFZ,spotify:track:0AWZZXiCMwSkZTxGkn7uFZ,https://api.spotify.com/v1/tracks/0AWZZXiCMwSkZTxGkn7uFZ,https://api.spotify.com/v1/audio-analysis/0AWZZXiCMwSkZTxGkn7uFZ,228227,4
0.723,0.867,8,-8.597,1,0.128,0.063,0.0,0.0993,0.942,123.235,audio_features,3KgcT2dEqaGugezhHFTUGe,spotify:track:3KgcT2dEqaGugezhHFTUGe,https://api.spotify.com/v1/tracks/3KgcT2dEqaGugezhHFTUGe,https://api.spotify.com/v1/audio-analysis/3KgcT2dEqaGugezhHFTUGe,173917,4
0.518,0.412,4,-9.441,0,0.0276,0.297,0.0,0.0834,0.395,112.151,audio_features,1D76KTHFgnxemO7d72fBHR,spotify:track:1D76KTHFgnxemO7d72fBHR,https://api.spotify.com/v1/tracks/1D76KTHFgnxemO7d72fBHR,https://api.spotify.com/v1/audio-analysis/1D76KTHFgnxemO7d72fBHR,173253,4
0.188,0.979,11,-2.974,1,0.173,0.0593,4.2e-06,0.0949,0.248,183.47,audio_features,38qC1yGOMLTQoQx78l44pM,spotify:track:38qC1yGOMLTQoQx78l44pM,https://api.spotify.com/v1/tracks/38qC1yGOMLTQoQx78l44pM,https://api.spotify.com/v1/audio-analysis/38qC1yGOMLTQoQx78l44pM,150372,4
0.647,0.586,7,-9.119,1,0.0373,0.748,0.745,0.107,0.232,120.036,audio_features,05XS5Vi9DFoYPi83eqJWik,spotify:track:05XS5Vi9DFoYPi83eqJWik,https://api.spotify.com/v1/tracks/05XS5Vi9DFoYPi83eqJWik,https://api.spotify.com/v1/audio-analysis/05XS5Vi9DFoYPi83eqJWik,285173,4
0.289,0.827,6,-8.395,0,0.0533,3.62e-05,0.0861,0.0965,0.539,145.69,audio_features,4WO4CckKIwhmk1wHyPHpvy,spotify:track:4WO4CckKIwhmk1wHyPHpvy,https://api.spotify.com/v1/tracks/4WO4CckKIwhmk1wHyPHpvy,https://api.spotify.com/v1/audio-analysis/4WO4CckKIwhmk1wHyPHpvy,257493,4
0.664,0.856,7,-9.583,1,0.0499,0.0415,0.663,0.0292,0.702,135.535,audio_features,3GBFbBoSVfvc15TADYytty,spotify:track:3GBFbBoSVfvc15TADYytty,https://api.spotify.com/v1/tracks/3GBFbBoSVfvc15TADYytty,https://api.spotify.com/v1/audio-analysis/3GBFbBoSVfvc15TADYytty,349413,4
0.757,0.379,2,-17.963,1,0.0371,0.657,0.781,0.117,0.497,134.162,audio_features,3NEevAk0qZIKg8o8EDUTvF,spotify:track:3NEevAk0qZIKg8o8EDUTvF,https://api.spotify.com/v1/tracks/3NEevAk0qZIKg8o8EDUTvF,https://api.spotify.com/v1/audio-analysis/3NEevAk0qZIKg8o8EDUTvF,319440,4
0.553,0.57,4,-11.764,1,0.0281,0.131,0.0,0.302,0.684,136.771,audio_features,3jPDfzuMx6FehAjhGC5ELz,spotify:track:3jPDfzuMx6FehAjhGC5ELz,https://api.spotify.com/v1/tracks/3jPDfzuMx6FehAjhGC5ELz,https://api.spotify.com/v1/audio-analysis/3jPDfzuMx6FehAjhGC5ELz,212680,4
0.542,0.632,8,-5.667,1,0.0276,0.369,0.00023,0.111,0.273,104.958,audio_features,1Gs5NB5AqJSAs7138BEkxq,spotify:track:1Gs5NB5AqJSAs7138BEkxq,https://api.spotify.com/v1/tracks/1Gs5NB5AqJSAs7138BEkxq,https://api.spotify.com/v1/audio-analysis/1Gs5NB5AqJSAs7138BEkxq,267680,4
0.664,0.475,4,-11.05,1,0.0298,0.634,2.17e-06,0.243,0.601,143.325,audio_features,3YVrbg6iQFA9dldGAh1T4w,spotify:track:3YVrbg6iQFA9dldGAh1T4w,https://api.spotify.com/v1/tracks/3YVrbg6iQFA9dldGAh1T4w,https://api.spotify.com/v1/audio-analysis/3YVrbg6iQFA9dldGAh1T4w,171400,4
0.417,0.856,2,-9.727,1,0.0501,0.00225,0.751,0.878,0.449,107.586,audio_features,6QjxPg6XrSBuP9gcK8FNYc,spotify:track:6QjxPg6XrSBuP9gcK8FNYc,https://api.spotify.com/v1/tracks/6QjxPg6XrSBuP9gcK8FNYc,https://api.spotify.com/v1/audio-analysis/6QjxPg6XrSBuP9gcK8FNYc,201080,4
0.291,0.775,7,-8.098,1,0.0299,7.63e-06,0.493,0.114,0.505,105.747,audio_features,7weDcpO5udrfxVm8bjrziE,spotify:track:7weDcpO5udrfxVm8bjrziE,https://api.spotify.com/v1/tracks/7weDcpO5udrfxVm8bjrziE,https://api.spotify.com/v1/audio-analysis/7weDcpO5udrfxVm8bjrziE,198760,4
0.447,0.262,0,-18.858,0,0.0319,0.917,0.897,0.724,0.354,94.145,audio_features,02v0XH2CZABmD2ccpZQEbZ,spotify:track:02v0XH2CZABmD2ccpZQEbZ,https://api.spotify.com/v1/tracks/02v0XH2CZABmD2ccpZQEbZ,https://api.spotify.com/v1/audio-analysis/02v0XH2CZABmD2ccpZQEbZ,192960,4
0.889,0.792,4,-7.492,0,0.24,0.0215,0.0,0.14,0.546,117.851,audio_features,6RasqG6nclmmOjsNWZNpHF,spotify:track:6RasqG6nclmmOjsNWZNpHF,https://api.spotify.com/v1/tracks/6RasqG6nclmmOjsNWZNpHF,https://api.spotify.com/v1/audio-analysis/6RasqG6nclmmOjsNWZNpHF,159467,4
0.536,0.0266,8,-24.249,1,0.0421,0.87,0.0513,0.112,0.122,100.415,audio_features,62Qkr4wXpyH7gOqwRn3P6R,spotify:track:62Qkr4wXpyH7gOqwRn3P6R,https://api.spotify.com/v1/tracks/62Qkr4wXpyH7gOqwRn3P6R,https://api.spotify.com/v1/audio-analysis/62Qkr4wXpyH7gOqwRn3P6R,290067,3
0.294,0.0186,0,-24.7,1,0.0462,0.95,0.82,0.1,0.0391,81.033,audio_features,33UYVNAKDsizn02eSWwZYj,spotify:track:33UYVNAKDsizn02eSWwZYj,https://api.spotify.com/v1/tracks/33UYVNAKDsizn02eSWwZYj,https://api.spotify.com/v1/audio-analysis/33UYVNAKDsizn02eSWwZYj,1131067,3
0.139,0.256,9,-13.201,0,0.0313,0.768,0.0848,0.0613,0.0366,78.44,audio_features,0zumRNo9pjOaW1yCJuBQcp,spotify:track:0zumRNo9pjOaW1yCJuBQcp,https://api.spotify.com/v1/tracks/0zumRNo9pjOaW1yCJuBQcp,https://api.spotify.com/v1/audio-analysis/0zumRNo9pjOaW1yCJuBQcp,244600,5
0.748,0.718,4,-8.131,1,0.0612,0.266,0.0,0.241,0.627,100.001,audio_features,3LSRGvBWTdnUBJC32oBFnZ,spotify:track:3LSRGvBWTdnUBJC32oBFnZ,https://api.spotify.com/v1/tracks/3LSRGvBWTdnUBJC32oBFnZ,https://api.spotify.com/v1/audio-analysis/3LSRGvBWTdnUBJC32oBFnZ,227800,4
0.474,0.761,2,-7.344,0,0.0314,5e-06,0.792,0.485,0.703,120.704,audio_features,1iRQAgiNL4NT4kkKbOizdw,spotify:track:1iRQAgiNL4NT4kkKbOizdw,https://api.spotify.com/v1/tracks/1iRQAgiNL4NT4kkKbOizdw,https://api.spotify.com/v1/audio-analysis/1iRQAgiNL4NT4kkKbOizdw,167467,4
0.539,0.816,9,-9.448,1,0.0321,0.0525,0.0,0.0792,0.645,145.958,audio_features,5fRxjiGvDyqIOkE1ogmT5l,spotify:track:5fRxjiGvDyqIOkE1ogmT5l,https://api.spotify.com/v1/tracks/5fRxjiGvDyqIOkE1ogmT5l,https://api.spotify.com/v1/audio-analysis/5fRxjiGvDyqIOkE1ogmT5l,185533,4
