acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,arstist_id,artist_name,name
0.136,0.812,211644.0,0.784,6ziQdexOHyC2gkZ1iNoi1w,0.0,2.0,0.109,-4.208,1.0,0.249,145.995,4.0,0.381,6fOMl44jA4Sp5b9PpYCkzz,NF,PAID MY DUES
0.0928,0.918,231400.0,0.609,0CAfXk7DXMnon4gLudAp7J,0.0,10.0,0.139,-5.64,0.0,0.0791,128.008,4.0,0.304,0jnsk9HBra6NMjO2oANoPY,Flo Rida,Low (feat. T-Pain)
0.00967,0.642,253200.0,0.762,5jROdl6MhcmP3O7h2sVgtw,5.72e-05,6.0,0.182,-7.411,1.0,0.0296,113.038,4.0,0.605,4YLtscXsxbVgi031ovDDdh,Chris Stapleton,Parachute
0.0875,0.683,213507.0,0.42,1YlulsUKDduOmC7WxvXYPW,0.0,5.0,0.225,-6.51,1.0,0.0542,128.621,4.0,0.469,5xkAtLTf309LAGZTbvULBn,Ruel,Painkiller
0.342,0.703,114893.0,0.594,1000nHvUdawXuUHgBod4Wv,0.0,5.0,0.123,-6.146,0.0,0.0752,153.848,4.0,0.475,7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,Panini
0.422,0.691,248345.0,0.739,4RJz8NfIe09gpKMiRUWKhJ,3.95e-06,5.0,0.11,-3.09,0.0,0.229,83.897,4.0,0.884,1r4hJ1h58CWwUQe3MxPuau,Maluma,Parce (feat. Justin Quiles)
0.000289,0.217,311107.0,0.905,5wQnmLuC1W7ATsArWACrgW,0.00011,2.0,0.222,-4.103,1.0,0.0752,96.95,4.0,0.236,7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,Welcome to the Black Parade
0.0189,0.75,262173.0,0.727,0IkKz2J93C94Ei4BvDop7P,0.0,5.0,0.266,-4.21,0.0,0.142,129.993,4.0,0.359,3sgFRtyBnxXD5ESfmbK4dl,LMFAO,Party Rock Anthem
0.189,0.573,249213.0,0.63,4F7A0DXBrmUAkp32uenhZt,2.31e-05,1.0,0.259,-8.389,1.0,0.105,77.525,4.0,0.218,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,Party Monster
0.185,0.866,161668.0,0.563,6Juv5N0dNU1imms9c9u1dA,0.0,11.0,0.0889,-6.964,0.0,0.108,127.954,4.0,0.307,5zfEatKLDdRkgbw6sdLBAQ,Octavian,Papi Chulo
0.113,0.747,190240.0,0.861,1TwLKNsCnhi1HxbIi4bAW0,0.0,8.0,0.026,-5.251,1.0,0.0514,103.966,4.0,0.859,2kucQ9jQwuD8jWdtR9Ef38,Sam Hunt,House Party
0.0348,0.734,201653.0,0.639,45O0tUN9Bh6LH4eNxQ07AT,0.0,1.0,0.102,-3.241,1.0,0.0316,121.212,4.0,0.836,6S0dmVVn4udvppDhZIWxCr,Sean Kingston,Eenie Meenie
3.36e-05,0.603,436005.0,0.924,1vezr7DcOs068iUOCF8vnE,0.873,6.0,0.112,-6.987,1.0,0.0455,148.017,4.0,0.268,3UeV0UtnwQTUOAJAp8DAhh,Gaspard,Flootations - Fralien Eequencies Remix
0.0412,0.718,201973.0,0.638,4Yaw2PmyOETOnEM3TCf98I,0.0,1.0,0.169,-3.479,1.0,0.031,121.242,4.0,0.835,6S0dmVVn4udvppDhZIWxCr,Sean Kingston,Eenie Meenie - Radio Version
0.0014,0.81,383803.0,0.377,5xakhM7dnofX6beFNbePxX,0.851,10.0,0.101,-12.956,0.0,0.258,121.004,4.0,0.393,2sgHC4eJzRhT1z9uaznkiD,S-Max,Mental Purity Eequals Love - Original Mix
0.993,0.492,57718.0,0.0465,4E0b1oXvrPoxHc9Mh3bYzZ,0.961,2.0,0.118,-25.636,1.0,0.0424,64.271,3.0,0.571,4i2t5SSw1MoiBLrD1Lrslx,Peter Ehrlichmann,Eeny Meeny Miny Moe
0.109,0.653,220552.0,0.717,5xT9onA0460114p8dD7rGU,0.0,6.0,0.344,-5.778,0.0,0.156,157.025,4.0,0.429,4VqCBSJ9fvJ1XDQUd7K2Ft,EeQue,Skeem'iSosha (R.I.P)
0.26,0.656,220552.0,0.573,6oErDwFddrQXyocqujBYvw,0.0,9.0,0.347,-6.353,0.0,0.101,141.961,4.0,0.449,4VqCBSJ9fvJ1XDQUd7K2Ft,EeQue,Abafazi
0.506,0.762,108252.0,0.498,2UXhIPSernlj5uy7FhbvJf,2.24e-05,8.0,0.273,-7.974,0.0,0.28,71.491,4.0,0.388,1tG7s7S4sq2eFFW0QZyLbm,Sheff G,Eeny Meany Miny Moe
0.0431,0.877,244036.0,0.553,1BKQzYqezGPsoVfy3haF1l,1.74e-05,5.0,0.0865,-7.568,0.0,0.075,100.028,4.0,0.246,4VqCBSJ9fvJ1XDQUd7K2Ft,EeQue,Ubanele
0.234,0.812,236000.0,0.524,4Lnj8XcRJtoiajCGWXmUgg,0.0,7.0,0.148,-7.822,0.0,0.222,145.059,4.0,0.57,4VqCBSJ9fvJ1XDQUd7K2Ft,EeQue,Isphithiphithi
0.234,0.533,224993.0,0.736,6gYkrzdN4TARUADtDXPYUc,0.0,4.0,0.0867,-4.934,0.0,0.183,132.89,4.0,0.306,4VqCBSJ9fvJ1XDQUd7K2Ft,EeQue,Kgalikgali
0.000489,0.629,457839.0,0.839,78HVDMKTXRqiQMXcZHxxu9,0.876,6.0,0.0849,-8.768,0.0,0.0799,148.039,4.0,0.464,6l6CaMEE5qZEhRXj0RqnGg,Fralien Eequencies,Error Plane
0.101,0.855,219596.0,0.635,1stxfmSEhZSBiSs6g8An4D,0.0,2.0,0.234,-5.883,1.0,0.162,129.916,4.0,0.503,46SHBwWsqBkxI7EeeBEQG7,Kodak Black,"Eeny, Meeny, Miny, Moe"
8.81e-05,0.627,525414.0,0.867,6F4Gbm8ofbjjeVPjVSY9D8,0.787,1.0,0.201,-8.208,1.0,0.0419,148.005,4.0,0.392,6l6CaMEE5qZEhRXj0RqnGg,Fralien Eequencies,Haphazardry
0.104,0.708,149454.0,0.573,0kOgVYleWji4kPKUkPuI08,1.01e-06,9.0,0.049,-2.929,0.0,0.144,132.124,4.0,0.42,5kcc4JfcAvxW7FP1za9sa2,Xguiz,Eeeaaaooo
0.000102,0.593,469101.0,0.875,6A2CUhNQSA97vQ6kIqtyp5,0.854,10.0,0.125,-7.41,0.0,0.0389,147.998,4.0,0.639,6l6CaMEE5qZEhRXj0RqnGg,Fralien Eequencies,You Disfunctional Distopia
0.57,0.665,230867.0,0.446,0N9WhEz6DiBDvBxa6uJCTY,0.000669,1.0,0.082,-11.884,1.0,0.0439,141.94,4.0,0.172,3z6Gk257P9jNcZbBXJNX5i,Regina Spektor,Eet
0.14,0.675,222877.0,0.715,7fttcjB2007k6rQ01TqCyL,0.0,10.0,0.473,-9.585,0.0,0.224,140.059,4.0,0.531,4VqCBSJ9fvJ1XDQUd7K2Ft,EeQue,NtwanaYakoKasi (Outro)
0.0384,0.866,195527.0,0.531,6N0OtYCBHpJCmtIjwwzqya,0.0,0.0,0.0925,-7.955,1.0,0.158,100.009,4.0,0.269,4VqCBSJ9fvJ1XDQUd7K2Ft,EeQue,N.A.M
0.0669,0.821,227422.0,0.653,2V7R26w9Uj0YWc1Mh7iLHM,6.44e-06,6.0,0.0552,-10.737,0.0,0.15,94.997,4.0,0.728,4VqCBSJ9fvJ1XDQUd7K2Ft,EeQue,Uzong'thin
0.954,0.702,88360.0,0.0521,2HSwhGCgp8lac98wc8gkCI,9.67e-05,4.0,0.116,-14.354,1.0,0.0916,80.147,4.0,0.558,7oWSqrgMuIEyH9qp5nu2e5,Raffi,Eensy Weensy Spider
0.109,0.522,277812.0,0.419,5qUWZSfVz3QDXALDhnfPuQ,0.000128,9.0,0.153,-11.785,0.0,0.0618,122.9,4.0,0.399,5e8Wn8L7oGJqGi22FThZBA,Stage2,Rise 1575
0.291,0.904,159773.0,0.545,6g1bC84sN16hsWICgeXXb9,2.41e-05,8.0,0.0535,-4.028,0.0,0.0641,109.962,4.0,0.506,4lqxrwkJ16gYkKNumLA3SL,U-KNOW,Eeny Meeny
0.194,0.753,204852.0,0.729,6uC8uwrVnYEU5KoDHcv35G,0.0,6.0,0.1,-5.592,1.0,0.194,150.122,4.0,0.752,0vM6EZvq7olBh2De5Sar5S,King-Vee SA,Different Flavors
0.508,0.421,268789.0,0.287,080q3XJpbNeRuEd5eFZWAL,0.824,10.0,0.0945,-16.424,0.0,0.0702,80.027,3.0,0.635,3ktGQpYRbLSbXB6KDlflTX,Jazz Club,Emotional Eequilibrium
0.813,0.665,123220.0,0.394,2koESjC2WBc6qmfg0dmTRt,0.0414,11.0,0.185,-11.567,0.0,0.103,82.067,4.0,0.499,2nu6ZVLgiNcRcWgDKUjplH,eery,Her
0.967,0.645,86571.0,0.114,2U42jVkNgEU6DoM64eFD7i,0.831,9.0,0.112,-15.768,1.0,0.356,78.015,4.0,0.191,4pwqNyMSvuv7VOhQBdjB6Q,eevee,viola
0.354,0.624,118183.0,0.229,5j6vt3vHU22A9nuuMlRnwA,0.47,1.0,0.116,-15.698,0.0,0.046,130.069,4.0,0.395,4pwqNyMSvuv7VOhQBdjB6Q,eevee,m i s t
0.000502,0.33,167821.0,0.997,5vXvPwssqO8YKhMAhlAk94,0.00272,7.0,0.462,-5.173,1.0,0.283,119.693,4.0,0.0595,05fG473iIaoy82BF1aGhL8,Slipknot,Eeyore
0.32,0.73,182307.0,0.438,0yfiymlHg8sEYI55HQi1xi,0.0,8.0,0.0481,-7.255,1.0,0.0313,98.349,4.0,0.743,1iIxNEvPPmdFIIP0tdpw6G,Los Cadetes De Linares,Ezequiel Rodriguez
0.577,0.69,178224.0,0.803,1ZNVczQsUBA64aWhvWqaap,6.49e-05,7.0,0.117,-9.084,0.0,0.0915,161.489,4.0,0.204,5v2WhpA59TJSdPh7LCx1lN,BONES,CtrlAltDelete
0.881,0.635,104664.0,0.125,0tnTF05Tzd9oeG5bbnCdZy,0.888,1.0,0.167,-21.783,0.0,0.0741,85.06,4.0,0.156,0XUBVuE1odesNug0oKt9Me,Sugi.wa,Ctrl.
0.185,0.576,100000.0,0.8,6MBQU1xGSfzlfGQR4R0K09,0.0,1.0,0.112,-4.602,1.0,0.259,80.156,4.0,0.665,5M9BTfi3LRsKiiD4sOgvvJ,Rese,Ctrl Alt Delete
0.491,0.577,231400.0,0.523,06u5LrUpbosQlQ1QJFhPpG,0.0,0.0,0.147,-5.538,0.0,0.0429,134.93,4.0,0.29,7tYKF4w9nC0nq9CsPZTHyP,SZA,Drew Barrymore
0.778,0.642,177133.0,0.237,5OgnmU2JDGn28V55WY4yFq,2.26e-05,9.0,0.11,-11.96,1.0,0.335,78.336,1.0,0.108,3K2Srho6NCF3o9MswGR76H,Bakar,Ctrl Alt Del
0.242,0.4,272187.0,0.366,6gU9OKjOE7ghfEd55oRO57,0.0,8.0,0.126,-9.405,0.0,0.0597,73.313,3.0,0.161,7tYKF4w9nC0nq9CsPZTHyP,SZA,The Weekend
0.00161,0.624,235294.0,0.976,4a69R1I2dthipCdBUYOfyR,0.906,7.0,0.217,-4.149,1.0,0.199,152.972,4.0,0.682,6lO3fSdhsdpeOcrbqAJsRU,Aero Chord,Ctrl Alt Destruction - Original Mix
0.651,0.613,181120.0,0.442,5wTVNpi5WDByxBgKgUE6MU,0.0,6.0,0.26,-8.874,1.0,0.288,119.737,5.0,0.252,7tYKF4w9nC0nq9CsPZTHyP,SZA,Supermodel
0.245,0.477,373347.0,0.644,5Hfm0W6ZtB73juZ6unQ2gA,0.883,5.0,0.333,-11.01,0.0,0.0292,95.056,4.0,0.187,3PALZKWkpwjRvBsRmhlVSS,Gunship,Cthulhu
0.269,0.624,253587.0,0.532,5fQBa4wkmq28xpSLOQ202K,5.17e-05,0.0,0.158,-7.146,1.0,0.124,76.453,4.0,0.362,7tYKF4w9nC0nq9CsPZTHyP,SZA,Normal Girl
0.00112,0.958,632097.0,0.561,6VCrMyk8iLLdAxkqSWiLAH,0.61,7.0,0.0795,-7.862,1.0,0.456,127.992,4.0,0.252,2CIMQHirSU0MQqyYHq0eOx,deadmau5,Cthulhu Sleeps
0.343,0.693,266080.0,0.713,593W4qZOwwdqF6YnimJjL6,0.0,10.0,0.102,-4.489,0.0,0.351,137.335,4.0,0.615,7tYKF4w9nC0nq9CsPZTHyP,SZA,Doves In The Wind (feat. Kendrick Lamar)
0.118,0.385,196125.0,0.802,12or9dyROSmahFhuTfTGIv,0.000903,4.0,0.118,-5.977,0.0,0.358,180.171,3.0,0.61,6Cny0Wt5OKLct1rGOLmu80,The Seige,Ctrl+Alt+Del
0.739,0.569,198160.0,0.299,4h6ViRoztTBpWcJ1zFT9Zg,0.0,11.0,0.054,-8.603,1.0,0.275,81.049,4.0,0.505,7tYKF4w9nC0nq9CsPZTHyP,SZA,20 Something
0.799,0.603,161613.0,0.606,6Vmow8PuUaU7W1T2WWLZk2,0.0,9.0,0.391,-6.634,1.0,0.114,80.176,4.0,0.462,7tYKF4w9nC0nq9CsPZTHyP,SZA,Go Gina
0.101,0.688,215005.0,0.622,02Fbo5ujnZyo6o3Bluopoi,0.0,7.0,0.116,-6.583,1.0,0.06,94.969,4.0,0.429,3tWkCJzvXG06cMypQEvEE4,MegaGoneFree,Ctrl+Del
0.0639,0.805,196133.0,0.702,5yvhdo8FXbBsIllxv2Rr94,0.0,1.0,0.123,-4.877,1.0,0.0887,120.048,4.0,0.225,7tYKF4w9nC0nq9CsPZTHyP,SZA,Prom
0.0703,0.529,197818.0,0.87,1Gqsaqhi9EW7pYPtlAtDpf,0.0,1.0,0.111,-5.159,0.0,0.0901,165.061,4.0,0.511,7BewtLSaxtzJjRzPUPnSxp,Before Their Eyes,CTY in a Snowglobe
0.394,0.669,149320.0,0.488,0336UwEBwBBao8uWCuugYr,0.000649,0.0,0.0952,-4.711,0.0,0.326,151.798,4.0,0.548,7tYKF4w9nC0nq9CsPZTHyP,SZA,Anything
0.229,0.782,248727.0,0.444,3USvy6k6o8DPA985JGQ6Mk,0.0,11.0,0.112,-8.126,1.0,0.138,110.055,4.0,0.3,5fENlrINIVP0gJOtKxvORt,Call Me Karizma,Ctrl + Alt + Del
0.223,0.362,245947.0,0.518,1IgePMOW0qEe1AViWgkal9,0.00314,1.0,0.316,-7.687,1.0,0.306,89.667,4.0,0.348,7tYKF4w9nC0nq9CsPZTHyP,SZA,Pretty Little Birds (feat. Isaiah Rashad)
3.03e-05,0.151,257413.0,0.996,15fclimRjk5ztcJMP7YAvm,0.016,0.0,0.47,-3.084,0.0,0.196,89.926,4.0,0.0378,0NTSMFFapnyZfvmCwzcYPd,Cradle Of Filth,Cthulhu Dawn
0.475,0.629,75800.0,0.509,3LcoHjgdNl4xtWVaJGSA1p,0.0,0.0,0.0727,-8.1,0.0,0.0809,78.99,1.0,0.389,7tYKF4w9nC0nq9CsPZTHyP,SZA,Wavy (Interlude) (feat. James Fauntleroy)
0.14,0.589,204867.0,0.824,5eyEuS2eIQT7tmbKCTvq7e,9e-05,8.0,0.12,-3.528,1.0,0.0315,149.982,4.0,0.528,4f7h9eiK0zbr89Omfb5fWk,attackonthecoast,Ctrl-Alt-Delete-U
0.721,0.69,222717.0,0.541,24MWSatP5sTylISvJONhnB,4.64e-05,4.0,0.112,-9.259,1.0,0.042,130.024,4.0,0.787,0xOeVMOz2fVg5BJY3N6akT,Jaden,Falling For You with Justin Bieber
0.131,0.727,195215.0,0.867,17hEgChAl6FQ73xelHkKNt,0.000135,2.0,0.208,-5.682,1.0,0.0319,123.009,4.0,0.916,0xOeVMOz2fVg5BJY3N6akT,Jaden,Cabin Fever
0.147,0.739,151320.0,0.73,2NegqaxLaZ8kThGwIR2uWi,0.03,4.0,0.236,-7.656,0.0,0.172,140.09,4.0,0.478,7n3jYxJuLzLuOv8Fk1s9N1,HÅN,CTR
0.017,0.705,180968.0,0.744,1dK5t2UGFfEAY7vBDb75Gz,0.309,8.0,0.283,-5.871,1.0,0.0417,124.002,4.0,0.726,5WzFz4sQSN1HgSZLmIgHBl,PBH & JACK,Lose CTRL (feat. Sash Sings)
0.00041,0.512,155028.0,0.99,5MNLgtuEF9mMaYvyzgW943,0.803,7.0,0.225,-3.168,1.0,0.119,106.475,4.0,0.52,25iPl8VJFDu38JMFF6uMXI,USAO,Cthugha
0.102,0.642,351202.0,0.44,3Ju7HGke5GYEXUJ3YWGOry,0.002,9.0,0.108,-10.909,0.0,0.0745,90.939,4.0,0.123,0xOeVMOz2fVg5BJY3N6akT,Jaden,PCH
0.00141,0.451,187158.0,0.983,5s1CH6Fb3YaNn9hTTPvFar,0.000449,6.0,0.614,-4.088,0.0,0.0967,144.962,3.0,0.343,4WfUbvICLrqPW9rzuNGS1f,Blood Command,Ctrl + Art + Delete
0.438,0.73,280308.0,0.46,0hmA5UgR7wphVWN83AVDgF,0.00102,1.0,0.126,-8.301,0.0,0.224,97.947,4.0,0.226,0xOeVMOz2fVg5BJY3N6akT,Jaden,Rainbow Bap
0.872,0.223,374680.0,0.307,5jJa6u3ejOALpUzMc2XNyd,0.92,2.0,0.0999,-13.98,0.0,0.0352,139.953,3.0,0.0386,2AvjWonQaWlRkaolk2NCxe,Richard Bellis,"CTX Theme - From ""Dinosaur"""
0.948,0.378,141303.0,0.242,6q8LZSJXTbrHZkaGDzs2eo,3.8e-06,10.0,0.131,-12.409,1.0,0.034,130.019,3.0,0.406,0xOeVMOz2fVg5BJY3N6akT,Jaden,Photograph
0.513,0.82,107102.0,0.488,6spWDCIm5TqM5begUnw3oQ,0.0174,7.0,0.0476,-10.146,0.0,0.176,129.988,4.0,0.458,6KAgrAiCdJPDucMqR1kvMn,Deko,Ctrl Alt Delete 777
0.17,0.704,239641.0,0.632,2XbptLgxPCu3JXlBgpYF2K,0.000508,6.0,0.109,-7.001,1.0,0.0276,90.007,4.0,0.562,0xOeVMOz2fVg5BJY3N6akT,Jaden,Deep End
0.00602,0.818,179144.0,0.529,1vW0CAiqNOe8Pbxjs0ajVm,0.127,7.0,0.0336,-9.211,0.0,0.0617,122.015,4.0,0.445,4jbh1BeqqFVqqH7GACcWdH,Halvorsen,CTRL Z
0.447,0.695,181333.0,0.603,3zgeIdqvFiQiBDVDYJqRxZ,5.92e-06,0.0,0.281,-8.828,0.0,0.269,90.227,4.0,0.479,25oLRSUjJk4YHNUsQXk7Ut,GRiZ,Smoke That (feat. ProbCause & Jaye Prime)
0.783,0.508,131715.0,0.471,4NU4ZK3ncM05KPUc8JSuQ5,9.25e-05,0.0,0.25,-10.718,0.0,0.0385,81.995,4.0,0.117,0xOeVMOz2fVg5BJY3N6akT,Jaden,Circa 2015
0.652,0.519,127838.0,0.591,5HopPxueKZJfrvXYPfT42T,0.00153,9.0,0.174,-9.135,1.0,0.0557,157.995,4.0,0.761,0xOeVMOz2fVg5BJY3N6akT,Jaden,LUCY!
0.876,0.611,238747.0,0.413,0pCTr2E9CtulIwNprituKi,0.0226,5.0,0.0799,-11.408,1.0,0.0352,130.972,4.0,0.0698,3XHO7cRUPCLOr6jwp8vsx5,alt-J,Ms
0.148,0.782,223547.0,0.589,0IVAlb0cFCH1cQ974iR1TU,0.0,1.0,0.164,-4.827,1.0,0.189,90.438,4.0,0.869,0Mz5XE0kb1GBnbLQm2VbcO,Mos Def,Ms. Fat Booty
0.0393,0.535,320267.0,0.505,0uEp9E98JB5awlA084uaIg,0.0,2.0,0.0923,-8.926,0.0,0.245,99.935,4.0,0.495,2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill,Doo Wop (That Thing)
0.016,0.64,252653.0,0.62,0k6HUzaRHpQ3eEWr1C7Esh,0.0,1.0,0.0831,-5.931,1.0,0.416,129.37,5.0,0.609,3RPYHNSwe3w0mtfJwKIN9P,Bubba Sparxxx,Ms. New Booty
0.719,0.781,113143.0,0.672,2UUnhLf51JSrji1FAbJ17G,0.0,1.0,0.275,-4.159,1.0,0.256,140.281,4.0,0.757,6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,M's
0.118,0.593,326533.0,0.619,2VjXGuPVVxyhMgER3Uz2Fe,0.0,3.0,0.484,-9.003,0.0,0.0976,80.02,4.0,0.668,2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill,Ex-Factor
0.000209,0.582,172037.0,0.859,7mfcxHDsf8xhHkTIPWZn7R,0.125,4.0,0.0841,-3.943,1.0,0.0399,121.968,4.0,0.61,2vnB6tuQMaQpORiRdvXF9H,Beach Bunny,Ms. California
0.278,0.765,202560.0,0.339,1l77YWrGUp3qX3NS1rz7lq,0.0,8.0,0.131,-8.965,1.0,0.0365,123.95,4.0,0.864,2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,El Color de Tus Ojos
0.277,0.832,217600.0,0.525,0vtYnEw1eJwW26BrBnOAYJ,1.77e-05,10.0,0.142,-6.806,1.0,0.0412,112.479,3.0,0.967,2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,La Casita
0.239,0.661,184816.0,0.843,0LbnnN004xylojHTZtvsTy,0.0,1.0,0.231,-5.288,1.0,0.343,78.061,4.0,0.815,2YOYua8FpudSEiB9s88IgQ,Yung Gravy,Ms. Gravystone (feat. Mia Gladstone)
0.0474,0.879,282373.0,0.564,5PQmSHzWnlgG4EBuIqjac2,9.43e-06,10.0,0.0519,-7.682,0.0,0.247,93.908,4.0,0.523,20qISvAhX20dpIbOOzGK3q,Nas,If I Ruled the World (Imagine That) (feat. Lauryn Hill)
0.622,0.781,190773.0,0.553,1O18MtSAMUk7JfAVB8gGzs,1.61e-06,5.0,0.0832,-4.598,1.0,0.0454,145.06,3.0,0.832,2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,Háblame De Ti
0.209,0.607,226987.0,0.422,3vZO25GdYuqFrR1kzZADnp,0.0,10.0,0.0839,-13.364,0.0,0.499,130.47,3.0,0.563,2WKdxPFRD7IqZvlIAvhMgY,Fugees,Ready or Not
0.0227,0.574,116758.0,0.542,6Ns2JyCa5xtANadq8gJ67u,0.868,4.0,0.288,-7.773,0.0,0.138,82.427,4.0,0.383,2sAlo7Fey5cqBk5WJILSd8,Onra,Ms. Ho
0.468,0.726,210493.0,0.537,5JaMGjY9Ltvo9CFQfmUdYW,0.0,2.0,0.192,-5.772,0.0,0.0286,124.953,4.0,0.454,2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,Mi Razón De Ser
0.0118,0.747,221467.0,0.662,2GFExyKXf9383tSRSrEHEt,0.0,1.0,0.138,-7.9,0.0,0.0796,88.926,4.0,0.63,2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill,Can't Take My Eyes Off of You - (I Love You Baby)
0.612,0.501,217000.0,0.328,3FvV3j98xtcylQF1drDc9j,0.0,0.0,0.15,-8.329,1.0,0.0255,73.326,4.0,0.263,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,Oh Ms Believer
0.575,0.649,225213.0,0.307,3mV5TTtHnXUeOzRkyFKsVl,0.0,5.0,0.0705,-7.209,1.0,0.0756,74.833,4.0,0.713,2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,Por Mi No Te Detengas
0.00536,0.53,256000.0,0.634,4KPv9BQVlUJSt8QVi5Jf4x,0.939,6.0,0.089,-8.984,1.0,0.0383,166.899,4.0,0.652,6Nii4K84ZzBZS8X2MP8c9t,Black Marble,MSQ No-Extra
0.221,0.329,309093.0,0.682,35GACeX8Zl55jp29xFbvvo,0.0,0.0,0.19,-6.374,1.0,0.0526,148.029,4.0,0.162,4hAridhpYF50cbO6o7jB3b,Mosaic MSC,Tremble - Live
0.701,0.539,350533.0,0.363,1Q0lOGB52skgfzdcq233vs,3.18e-06,10.0,0.14,-13.888,0.0,0.166,136.422,4.0,0.549,2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill,Nothing Even Matters (feat. D'Angelo)
0.631,0.752,223008.0,0.646,27KQ0qtXyKuHhfH5HlXZRy,0.0,6.0,0.299,-6.462,0.0,0.106,139.996,4.0,0.86,6DW0QgM048WZ1eDJfq9ZhS,Rebel Souljahz,Ms. Beautiful
0.137,0.681,260067.0,0.505,1rJM37Dd4OcSJvzI84yCcP,0.0,1.0,0.234,-11.709,1.0,0.138,89.953,4.0,0.399,2WKdxPFRD7IqZvlIAvhMgY,Fugees,Fu-Gee-La
0.646,0.627,147907.0,0.382,4Jpm5OnFG82siVmKTYBdUl,0.0,5.0,0.173,-9.314,1.0,0.047,71.402,3.0,0.514,7iOCrUsQ1PyiiBhp7Qc4cp,Over the Garden Wall,Ms. Langtree's Lament (feat. Janet Klein)
0.285,0.751,192973.0,0.525,5z4O1H0vFY0Nh4ZMtfgapP,1.43e-05,10.0,0.268,-5.209,1.0,0.0311,119.877,4.0,0.663,2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,Solo Con Verte
0.554,0.79,160016.0,0.311,5er81QQ9LIfJ5uQgKPeup0,0.52,10.0,0.141,-7.893,0.0,0.0925,87.995,4.0,0.715,1EJzWKVDeysgbyuZGfEFde,The Deli,Ms.Prettybooty
0.0672,0.775,171312.0,0.611,2yDcSQquR9MHnHsuzdzKpO,0.0,6.0,0.436,-6.782,1.0,0.0521,137.042,4.0,0.581,4sw1fHktKBWUVIoSUGGxrT,DJ Rell,Mood (feat. Lil Uzi Vert)
0.0488,0.645,226773.0,0.543,2RqIAjYJR2IQ7UF6XZLxQI,0.0,0.0,0.727,-9.434,0.0,0.125,127.001,4.0,0.539,69kJOf0YnFzjY5N7JwJsTg,BoyKingAmon,Dear Ms. Parker
0.19,0.655,280760.0,0.647,7iCs98iS5n6KCI4q3H7zp9,0.00877,1.0,0.0412,-9.465,1.0,0.0903,80.077,4.0,0.931,2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill,Tell Him
0.452,0.836,153493.0,0.575,6GTX6TGcHEWHoxHXPSVbJ2,2.29e-05,8.0,0.0585,-6.109,1.0,0.0441,112.509,3.0,0.977,2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,Hermosa Experiencia
0.144,0.832,270493.0,0.791,0AU0VWpaoihPEvxly76JVf,0.0,4.0,0.0702,-5.997,0.0,0.288,95.007,4.0,0.602,1G9G7WwrXka3Z1r7aIDjI7,Outkast,Ms. Jackson - Radio Mix
0.182,0.86,254853.0,0.4,7EY91l11hOnYIytcxFgvDN,3.17e-06,2.0,0.0581,-7.131,1.0,0.0538,129.925,4.0,0.813,2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,No Elegi Conocerte
0.0303,0.514,215628.0,0.94,5g5y3bgYrajITEEYsLnkDq,0.905,11.0,0.11,-6.459,0.0,0.0441,133.507,4.0,0.0317,5a2w2tgpLwv26BYJf2qYwu,SOPHIE,MSMSMSM
0.0998,0.832,333907.0,0.749,71XhXay6rKPZCVAaDtFlSR,3.74e-06,2.0,0.0837,-6.129,1.0,0.37,94.899,4.0,0.65,2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill,Lost Ones
0.543,0.758,212280.0,0.528,1ugCJElyPMmDj2FYPgbD4d,2.84e-05,2.0,0.215,-5.294,1.0,0.0312,129.973,4.0,0.629,2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,A Lo Mejor
0.829,0.663,202496.0,0.35,4RIh17rtkBSo81N49B7w07,0.0,7.0,0.0789,-7.938,1.0,0.0666,171.913,3.0,0.331,2vVT4qoxWje0gVD2FiWZ4u,Jeff Bernat,Ms. Seductive
